food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Cluster,Silhouette_Score
margarine with yoghurt,88,9.8,1.9,5.6,2.0,0.073,0.0,0.058,0.0,0.0,0.018,3.9,0.1,0.074,0.086,0.073,0.005,0.097,0.0,0.075,0.082,0.0,0.7,0.002,2.8,0.001,0.027,0.3,0.0,2.2,3.5,0.0,0.008,12.971,1,0.538369558343544
sunflower seed butter,99,8.8,0.7,6.2,1.6,3.7,1.7,2.8,0.9,0.0,0.065,0.1,0.0,0.021,0.005,0.0,0.075,1.1,0.2,0.013,0.4,0.0,3.7,0.0,10.2,0.3,0.7,49.8,0.3,106.6,92.2,0.075,0.8,27.5,1,0.42785352859465914
hazelnut oil,120,13.6,1.0,10.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.40662136766165197
menhaden fish oil,1966,218.0,66.3,58.2,74.5,0.0,0.0,0.0,0.0,1135.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2,0.07992086375658815
cod liver fish oil,123,13.6,3.1,6.4,3.1,0.0,0.0,0.0,0.0,77.5,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,1,0.049683691974004365
sardine oil,123,13.6,4.1,4.6,4.3,0.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.49182960463618264
cupu assu oil,120,13.6,7.2,5.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5960975272075967
lard,115,12.8,5.0,5.8,1.4,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.089,12.8,1,0.5980549206989882
sesame butter,94,8.1,1.1,3.1,3.6,3.8,0.0,2.9,0.9,0.0,0.031,0.3,0.0,0.004,0.002,0.0,0.099,1.1,0.077,0.1,0.0,0.0,0.0,0.0,153.6,0.7,3.1,57.9,0.4,105.4,93.1,0.088,1.2,172.4,1,0.32113939105819633
margarine spread,59,6.7,1.2,2.3,2.8,0.1,0.0,0.082,0.0,0.1,0.019,7.0,0.0,0.0,0.067,0.0,0.084,0.0,0.051,0.049,0.0,0.0,0.6,0.073,0.6,0.045,0.078,0.1,0.0,0.6,5.0,0.0,0.054,7.547,1,0.6279846878064412
lard vegetable oil,115,12.8,5.2,5.7,1.4,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1,0.5999842680189854
shortening,113,12.8,3.2,5.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1,0.5969451378903007
vegetable oil spread,75,8.4,1.7,2.7,3.7,0.1,0.0,0.007,0.0,0.1,0.081,5.3,0.1,0.098,0.052,0.088,0.06,0.081,0.0,0.5,0.092,0.0,3.0,0.022,2.9,0.0,0.0,0.3,0.0,2.2,4.2,0.0,0.0,11.613,1,0.4576208848917979
cottonseed oil,120,13.6,3.5,2.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.48039927184557135
vegetable oil spread fat free,6,0.5,0.015,0.1,0.3,0.4,0.0,0.2,0.0,0.2,0.1,13.7,0.1,0.015,0.004,0.069,0.079,0.002,0.0,0.077,0.051,0.0,0.8,0.062,5.7,0.052,0.041,0.6,0.0,4.5,7.5,0.0,0.044,7.001,1,0.5653927289822983
soy margarine,88,9.9,3.2,5.2,1.1,0.0,0.0,0.0,0.0,0.0,0.1,3.9,2.7,0.0,0.006,0.058,0.0,0.035,0.0,0.041,0.051,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.642,1,0.1005592796777566
margarine with salt,100,11.3,2.1,5.4,3.4,0.017,0.0,0.031,0.0,0.0,0.1,2.3,2.1,0.1,0.001,0.063,0.08,0.094,0.054,0.0,0.036,0.013,0.0,1.3,0.068,0.4,0.0,0.059,0.4,0.0,0.7,2.5,0.0,13.618,1,0.13716846978430614
margarine,102,11.5,2.2,5.5,3.5,0.018,0.0,0.037,0.0,0.0,0.091,2.3,2.1,0.1,0.084,0.065,0.02,0.093,0.034,0.0,0.076,0.098,0.0,1.3,0.059,0.4,0.0,0.073,0.4,0.0,0.7,2.6,0.0,13.719,1,0.1373428512816397
salmon fish oil,123,13.6,2.7,3.9,5.5,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5397300995387314
nutmeg butter oil,1927,218.0,196.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2,-0.02577236999016378
almond butter,98,8.9,0.7,5.2,2.2,3.0,0.7,3.4,1.6,0.0,0.037,0.3,0.0,0.039,0.017,0.0,0.2,0.5,0.016,0.072,0.0,0.0,3.9,0.0,55.5,0.1,0.6,44.6,0.3,81.3,119.7,0.054,0.5,73.0,1,0.4045742140992366
sour cream shoprite,60,5.0,3.5,1.0,1.0,1.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0.6377537223224874
ucuhuba butter oil,120,13.6,11.6,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5913937331757544
chicken fat,115,12.8,3.8,5.7,2.7,0.0,0.0,0.0,0.0,10.9,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,12.8,1,0.5989657040566452
herring fish oil,123,13.6,2.9,7.7,2.1,0.0,0.0,0.0,0.0,104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.4701274877526036
bacon grease,39,4.3,1.7,1.9,0.5,0.0,0.0,0.0,0.0,4.1,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,4.3,1,0.6400885754671883
turkey fat,45,5.0,1.5,2.1,1.2,0.0,0.0,0.0,0.0,5.1,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,5.0,1,0.6387934414557404
beef tallow,115,12.8,6.4,5.4,0.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,12.8,1,0.5972990651895917
goose fat,45,5.0,1.4,2.8,0.6,0.0,0.0,0.0,0.0,5.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,5.0,1,0.6368050577403078
duck fat,44,5.0,1.7,2.5,0.6,0.0,0.0,0.0,0.0,5.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,5.0,1,0.6378351565997329
mutton tallow,45,5.0,2.4,2.0,0.4,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,5.0,1,0.6385184861172087
grapeseed oil,120,13.6,1.3,2.2,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.4960844425162295
sheanut oil,1927,218.0,101.6,95.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2,0.046301251636185876
almond oil,120,13.6,1.1,9.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.44954249760228276
sunflower oil,120,13.6,1.2,7.8,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,13.617,1,0.15803145102090968
cashew butter,94,7.9,1.6,4.7,1.3,4.4,0.8,2.8,0.3,0.0,0.071,0.5,0.0,0.065,0.099,0.0,0.042,0.3,0.2,0.059,0.0,0.0,0.1,0.093,6.9,0.4,0.8,41.3,0.1,73.1,87.4,0.056,0.8,23.1,1,0.5229075023163529
canola oil,124,14.0,1.0,8.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.132,1,0.3691997278458439
babassu oil,1927,218.0,177.0,24.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2,0.0821976945361055
teaseed oil,120,13.6,2.9,7.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5864532414008153
avocado oil,124,14.0,1.6,9.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0.556646457550186
vegetable palm kernel oil,117,13.6,11.1,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.593807393452997
coconut oil,117,13.6,11.2,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.029,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,13.661,1,0.5932206630231104
safflower oil,120,13.6,1.0,10.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.46799227102125285
vegetable oil,120,13.6,2.1,3.1,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.073,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,13.706,1,0.49391127084938713
apricot kernel oil,40,4.5,0.3,2.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1,0.6372650378625451
peanut oil,119,13.5,2.3,6.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.04,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.056,13.575,1,0.5666677338511202
poppyseed oil,120,13.6,1.8,2.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5625353855011721
flaxseed oil,120,13.6,1.2,2.5,9.2,0.0,0.0,0.086,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.081,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.086,13.729,1,0.5670729581428549
tomatoseed oil,1927,218.0,42.9,49.7,115.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2,0.023725845829313495
wheat germ oil,120,13.6,2.6,2.1,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.1256599035113926
sesame oil,40,4.5,0.6,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1,0.6385913064537253
corn granola oil,124,14.0,1.1,8.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0.5497815622151522
cocoa butter oil,120,13.6,8.1,4.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1,0.5985685769821273
olive oil,119,13.5,1.9,9.8,1.4,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.066,0.1,0.0,0.092,0.0,0.0,0.0,0.1,0.0,0.0,13.618,1,0.5437500556346283
palm kernel oil,40,4.5,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.064,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.033,0.04,0.0,0.071,0.0,0.0,0.0,0.061,0.0,4.741,1,0.6061916848324398
mustard oil,124,14.0,1.6,8.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,0.5730279631199958
rice bran oil,120,13.6,2.7,5.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.072,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,13.689,1,0.4984406306495228
vegetable macaroni dry,308,0.9,0.1,0.1,0.4,62.9,0.0,11.0,3.6,0.0,0.06,8.3,0.0,0.9,0.2,0.0,0.4,6.2,0.6,0.1,0.0,0.0,0.0,0.0,28.6,0.2,3.6,38.6,3.2,97.4,239.4,0.0,0.6,110.6,0,0.01775737683616124
chow mein noodles,257,9.9,1.0,3.0,5.9,37.5,0.5,5.9,1.5,0.0,0.5,0.7,0.0,0.3,0.048,0.0,0.2,3.3,0.3,0.029,0.0,0.0,1.3,0.08,11.2,0.028,2.6,29.1,0.0,90.2,67.2,0.086,0.8,68.6,0,-0.2673993080206387
chinese noodles,456,0.094,0.088,0.085,0.072,111.9,0.0,0.2,0.7,0.0,0.088,17.4,0.0,0.0,0.2,0.032,0.0,0.0,0.3,0.1,0.031,0.0,0.0,0.2,0.0,32.5,0.1,2.8,3.9,0.1,41.6,13.0,0.044,112.906,1,0.20695902863644136
vegetable macaroni cooked,172,0.1,0.037,0.079,0.011,35.7,1.5,6.1,5.8,0.0,0.015,91.6,0.0,0.2,0.045,0.0,0.052,1.4,0.5,0.079,0.0,0.0,0.3,0.045,14.7,0.1,0.7,25.5,1.3,67.0,41.5,0.082,0.6,63.1,1,0.33871729550321633
corn pasta dry,375,2.2,0.3,0.6,1.0,83.2,0.0,7.8,11.6,0.0,0.027,10.5,0.0,0.2,0.048,0.0,0.002,2.6,0.5,0.2,0.0,0.0,0.0,0.0,4.2,0.2,1.0,125.0,0.5,265.7,308.7,0.09,1.9,110.0,0,-0.00533771687057877
egg noodles dry,146,1.7,0.4,0.5,0.5,27.1,0.7,5.4,1.3,31.9,0.095,3.4,0.086,0.03,0.029,0.047,0.039,0.8,0.3,0.06,0.0,0.083,0.1,0.026,13.3,0.1,0.7,22.0,0.3,91.6,92.7,0.016,0.7,49.598,1,0.48479491458697005
whole wheat spaghetti dry,98,0.4,0.047,0.003,0.2,21.2,0.0,4.1,0.0,0.0,0.002,2.1,0.0,0.1,0.024,0.0,0.042,1.5,0.3,0.093,0.0,0.0,0.0,0.0,11.3,0.1,1.0,40.5,0.9,73.0,60.8,0.022,0.7,38.0,1,0.5172314345408922
japanese soba noodles dry,95,0.2,0.084,0.035,0.094,21.1,0.0,4.1,0.0,0.0,0.2,1.9,0.0,0.1,0.023,0.0,0.015,0.9,0.3,0.009,0.0,0.0,0.0,0.0,9.9,0.035,0.8,26.9,0.4,71.9,71.3,0.0,0.5,36.1,1,0.5603709272050892
rice noodles dry,103,0.2,0.053,0.067,0.09,23.6,0.0,1.0,0.5,0.0,0.006,3.4,0.0,0.062,0.091,0.0,0.03,0.032,0.062,0.017,0.0,0.0,0.0,0.0,5.1,0.079,0.2,3.4,0.1,43.3,8.5,0.053,0.2,30.6,1,0.591796989565167
spinach spaghetti dry,105,0.4,0.097,0.015,0.2,21.2,0.8,3.8,3.0,0.0,0.094,2.4,0.0,0.1,0.007,0.0,0.09,1.3,0.3,0.087,0.0,0.0,0.2,0.067,16.4,0.1,0.6,49.2,0.7,94.0,106.4,0.068,0.8,45.4,1,0.4613010357334631
egg noodles cooked,110,1.7,0.3,0.5,0.4,20.1,0.3,3.6,1.0,23.2,0.027,54.2,0.007,0.029,0.2,0.012,0.011,0.1,1.7,0.2,0.029,0.0,0.0,0.1,0.0,9.6,0.051,1.2,16.8,0.3,60.8,30.4,0.066,26.542,1,0.3643987323947724
japanese somen noodles cooked,231,0.3,0.006,0.062,0.1,48.5,0.0,7.0,0.0,0.0,0.3,119.5,0.0,0.029,0.039,0.0,0.046,0.2,0.3,0.051,0.0,0.0,0.0,0.0,14.1,0.082,0.9,3.5,0.4,47.5,51.0,0.0,0.4,70.8,1,0.3907289575164089
whole wheat macaroni dry,365,1.5,0.3,0.2,0.6,78.8,0.0,15.4,8.7,0.0,0.028,7.7,0.0,0.5,0.023,0.0,0.2,5.4,1.0,0.2,0.0,0.0,0.0,0.0,42.0,0.5,3.8,150.2,3.2,270.9,225.8,0.0,2.5,150.2,0,0.08656636466993654
pasta marinara and ground beef sauce,41,1.6,0.5,0.7,0.1,4.1,1.0,2.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,1,0.637490053544274
macaroni raw,390,1.6,0.3,0.2,0.6,78.4,2.8,13.7,3.4,0.0,0.097,10.4,0.0,0.9,0.2,0.0,0.4,7.5,0.5,0.1,0.0,0.0,0.1,0.056,22.1,0.3,3.5,55.7,1.0,198.5,234.2,0.073,1.5,122.7,0,0.07265800152206489
spaghetti dry,105,0.4,0.045,0.043,0.2,21.1,0.8,3.7,0.9,0.0,0.09,2.8,0.0,0.3,0.061,0.0,0.1,2.0,0.1,0.084,0.0,0.0,0.064,0.089,5.9,0.047,0.9,15.0,0.3,53.5,63.1,0.011,0.4,32.9,1,0.5138649958084421
fusilli cucina,100,0.4,0.1,20.1,0.8,3.4,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1,0.42650327691021006
japanese somen noodles dry,101,0.2,0.0,0.013,0.012,21.0,0.0,3.2,1.2,0.0,0.5,2.6,0.0,0.0,0.028,0.0,0.086,0.2,0.1,0.098,0.0,0.0,0.0,0.0,6.5,0.052,0.4,7.9,0.1,22.6,46.4,0.0,0.1,32.5,1,0.6028881025308409
pasta cooked,301,2.4,0.3,0.3,1.0,57.3,0.0,11.8,0.0,75.9,0.073,157.7,0.061,0.5,0.1,0.089,0.3,2.3,0.4,0.036,0.0,0.0,0.0,0.0,13.8,0.2,2.6,41.4,0.5,144.9,55.2,0.0,1.3,87.985,0,-0.05658684387029423
macaroni cooked,221,1.3,0.2,0.2,0.4,43.2,0.8,8.1,2.5,0.0,0.071,87.0,0.0,0.0,0.4,0.1,0.0,0.2,2.4,0.2,0.089,0.0,0.0,0.021,0.0,9.8,0.1,1.8,25.2,0.5,81.2,61.6,0.029,55.217,4,-0.13213467879932017
spinach egg noodles dry,145,1.7,0.4,0.5,0.4,26.7,0.0,5.6,2.6,36.1,0.096,3.3,0.0,0.4,0.083,0.1,0.2,2.5,0.3,0.2,0.0,0.0,0.0,0.0,21.3,0.025,1.6,31.2,0.4,73.3,134.9,0.0,0.7,59.5,1,0.2759675116439137
japanese soba noodles cooked,113,0.1,0.026,0.085,0.007,24.4,0.0,5.8,0.0,0.0,0.1,83.2,0.0,0.1,0.022,0.0,0.097,0.6,0.3,0.026,0.0,0.0,0.0,0.0,4.6,0.084,0.5,10.3,0.4,28.5,39.9,0.0,0.1,35.4,1,0.5288800802006078
rice noodles cooked,190,0.4,0.072,0.007,0.021,42.3,0.052,3.2,1.8,0.0,0.075,129.9,0.0,0.002,0.009,0.0,0.011,0.1,0.087,0.003,0.0,0.0,0.0,0.0,7.0,0.045,0.2,5.3,0.2,35.2,7.0,0.076,0.4,54.9,1,0.43785678743613327
whole wheat macaroni cooked,174,0.8,0.1,0.1,0.3,37.2,1.1,7.5,3.9,0.0,0.057,94.0,0.0,0.2,0.039,0.0,0.087,1.0,0.6,0.1,0.0,0.0,0.4,0.061,21.0,0.2,1.5,42.0,1.9,124.6,61.6,0.077,1.1,71.9,0,-0.2755923292043755
spaghetti cooked,363,2.1,0.4,0.3,0.7,71.0,1.3,13.3,4.1,0.0,0.089,142.9,0.0,0.0,0.6,0.2,0.0,0.3,3.9,0.3,0.1,0.0,0.0,0.1,0.0,16.1,0.2,2.9,41.4,0.7,133.4,101.2,0.016,90.8,4,0.06010758691345461
whole wheat spaghetti cooked,174,0.8,0.1,0.1,0.3,37.2,1.1,7.5,6.3,0.0,0.091,94.0,0.0,0.2,0.081,0.0,0.043,1.0,0.6,0.1,0.0,0.0,0.4,0.083,21.0,0.2,1.5,42.0,1.9,124.6,61.6,0.028,1.1,74.3,0,-0.23795326263716765
waffle,218,10.6,2.1,2.6,5.1,24.7,0.0,5.9,0.0,51.8,0.4,31.5,0.069,0.2,0.062,0.08,0.3,1.6,0.4,0.067,0.3,0.0,0.0,0.0,191.3,0.024,1.7,14.3,0.2,142.5,119.3,0.068,0.5,234.547,0,-0.198616019609724
baked taco shell,61,2.7,0.8,0.8,0.9,8.3,0.2,0.8,0.9,0.0,0.004,0.8,0.0,0.09,0.038,0.0,0.048,0.2,0.0,0.089,0.0,0.0,0.094,0.069,12.5,0.043,0.2,11.1,0.092,30.4,30.1,0.097,0.2,25.4,1,0.6453871021141828
puff pastry,1367,94.3,13.5,21.6,54.5,112.0,1.8,18.1,3.7,0.0,0.6,18.1,0.0,0.8,0.1,0.0,0.6,9.3,0.0,0.062,0.0,0.0,1.3,0.03,24.5,0.3,6.4,39.2,1.2,147.0,151.9,0.051,1.3,259.0,3,-0.05395852528537434
blueberry muffin,214,9.2,1.6,2.7,4.6,30.2,17.9,2.6,0.6,17.1,0.2,14.2,0.1,0.095,0.068,0.077,0.094,0.016,0.8,0.3,0.034,0.5,0.065,0.9,0.054,25.1,0.063,0.7,5.7,0.3,83.2,69.0,0.002,42.915,1,0.34467347879793275
bread crumbs,427,5.7,1.3,1.1,2.2,77.7,6.7,14.4,4.9,0.0,0.8,7.0,0.0,1.0,0.1,0.021,0.4,7.2,0.6,0.1,0.0,0.0,0.011,0.005,197.6,0.3,5.2,46.4,1.0,178.2,211.7,0.079,1.6,305.5,0,0.1092887234858419
warm cinnamon roll mcdonalds,113,5.1,1.3,2.6,0.8,15.0,7.0,2.0,0.5,16.4,0.1,5.8,0.06,0.05,0.019,0.0,0.059,0.7,0.2,0.043,0.0,0.0,0.5,0.0,16.1,0.083,0.5,5.4,0.1,29.4,39.6,0.0,0.2,39.264,1,0.5887354473464287
